date,EV Trend,Coronavirus Trend,Coronavirus_unscaled,Coronavirus_monthly,isPartial_x,scale_x,Electric vehicle_unscaled,Electric vehicle_monthly,isPartial_y,scale_y
2018-03-21,19.98,0.0,,,,,,,,
2018-03-26,15.93,0.0,,,,,,,,
2018-04-02,24.3,0.0,,,,,,,,
2018-04-04,17.55,0.0,,,,,,,,
2018-04-10,19.71,0.0,,,,,,,,
2018-04-12,24.57,0.0,,,,,,,,
2018-04-25,22.68,0.0,,,,,,,,
2018-05-04,26.46,0.0,,,,,,,,
2018-05-10,12.69,0.0,,,,,,,,
2018-05-17,22.14,0.0,,,,,,,,
2018-05-20,25.92,0.0,,,,,,,,
2018-06-07,25.48,0.0,,,,,,,,
2018-06-11,21.32,0.0,,,,,,,,
2018-06-23,8.32,0.0,,,,,,,,
2018-06-28,25.74,0.0,,,,,,,,
2018-07-09,23.66,0.0,,,,,,,,
2018-07-12,21.58,0.0,,,,,,,,
2018-07-20,21.84,0.0,,,,,,,,
2018-08-04,24.18,0.0,,,,,,,,
2018-09-02,23.1,0.0,,,,,,,,
2018-09-05,22.5,0.0,,,,,,,,
2018-09-06,26.4,0.0,,,,,,,,
2018-09-11,28.5,0.0,,,,,,,,
2018-09-14,22.8,0.0,,,,,,,,
2018-09-15,16.5,0.0,,,,,,,,
2018-09-18,30.0,0.0,,,,,,,,
2018-09-21,20.1,0.0,,,,,,,,
2018-09-25,23.4,0.0,,,,,,,,
2018-10-01,24.94,0.0,,,,,,,,
2018-10-02,18.56,0.0,,,,,,,,
2018-10-03,20.3,0.0,,,,,,,,
2018-10-04,15.659999999999998,0.0,,,,,,,,
2018-10-06,10.73,0.0,,,,,,,,
2018-10-07,20.88,0.0,,,,,,,,
2018-10-08,19.72,0.0,,,,,,,,
2018-10-11,29.0,0.0,,,,,,,,
2018-10-15,21.17,0.0,,,,,,,,
2018-10-17,17.98,0.0,,,,,,,,
2018-10-18,20.01,0.0,,,,,,,,
2018-10-19,24.65,0.0,,,,,,,,
2018-10-20,20.59,0.0,,,,,,,,
2018-10-25,17.4,0.0,,,,,,,,
2018-10-26,22.04,0.0,,,,,,,,
2018-10-27,15.37,0.0,,,,,,,,
2018-10-28,13.34,0.0,,,,,,,,
2018-10-29,24.36,0.0,,,,,,,,
2018-10-30,15.079999999999998,0.0,,,,,,,,
2018-10-31,10.15,0.0,,,,,,,,
2018-11-02,14.21,0.0,,,,,,,,
2018-11-03,14.499999999999998,0.0,,,,,,,,
2018-11-05,17.689999999999998,0.0,,,,,,,,
2018-11-06,15.95,0.0,,,,,,,,
2018-11-08,13.919999999999998,0.0,,,,,,,,
2018-11-09,22.33,0.0,,,,,,,,
2018-11-10,16.82,0.0,,,,,,,,
2018-11-15,25.81,0.0,,,,,,,,
2018-11-19,27.84,0.0,,,,,,,,
2018-11-21,16.24,0.0,,,,,,,,
2018-11-23,17.11,0.0,,,,,,,,
2018-11-26,18.85,0.0,,,,,,,,
2018-11-28,26.1,0.0,,,,,,,,
2018-12-01,20.72,0.0,,,,,,,,
2018-12-02,13.72,0.0,,,,,,,,
2018-12-09,18.76,0.0,,,,,,,,
2018-12-13,24.92,0.0,,,,,,,,
2018-12-15,19.040000000000003,0.0,,,,,,,,
2018-12-18,16.240000000000002,0.0,,,,,,,,
2018-12-23,12.04,0.0,,,,,,,,
2018-12-28,13.160000000000002,0.0,,,,,,,,
2018-12-30,17.080000000000002,0.0,,,,,,,,
2019-01-01,7.280000000000001,0.0,,,,,,,,
2019-01-03,14.560000000000002,0.0,,,,,,,,
2019-01-07,22.4,0.0,,,,,,,,
2019-01-08,15.400000000000002,0.0,,,,,,,,
2019-01-20,8.680000000000001,0.0,,,,,,,,
2019-01-22,24.360000000000003,0.0,,,,,,,,
2019-01-30,16.520000000000003,0.0,,,,,,,,
2019-02-02,16.830000000000002,0.0,,,,,,,,
2019-02-03,12.87,0.0,,,,,,,,
2019-02-05,25.41,0.0,,,,,,,,
2019-02-06,28.71,0.0,,,,,,,,
2019-02-07,29.37,0.0,,,,,,,,
2019-02-08,22.44,0.0,,,,,,,,
2019-02-11,33.0,0.0,,,,,,,,
2019-02-14,26.07,0.0,,,,,,,,
2019-02-16,24.42,0.0,,,,,,,,
2019-02-19,29.040000000000003,0.0,,,,,,,,
2019-02-22,24.75,0.0,,,,,,,,
2019-02-24,18.81,0.0,,,,,,,,
2019-02-25,25.08,0.0,,,,,,,,
2019-02-28,28.380000000000003,0.0,,,,,,,,
2019-03-01,35.0,0.0,,,,,,,,
2019-03-02,19.25,0.0,,,,,,,,
2019-03-08,20.65,0.0,,,,,,,,
2019-03-09,16.799999999999997,0.0,,,,,,,,
2019-03-12,17.15,0.0,,,,,,,,
2019-03-13,22.75,0.0,,,,,,,,
2019-03-14,16.099999999999998,0.0,,,,,,,,
2019-03-15,22.05,0.0,,,,,,,,
2019-03-16,24.15,0.0,,,,,,,,
2019-03-18,18.55,0.0,,,,,,,,
2019-03-19,17.5,0.0,,,,,,,,
2019-03-21,21.7,0.0,,,,,,,,
2019-03-22,15.749999999999998,0.0,,,,,,,,
2019-03-23,11.9,0.0,,,,,,,,
2019-03-26,26.6,0.0,,,,,,,,
2019-03-29,16.45,0.0,,,,,,,,
2019-03-30,14.35,0.0,,,,,,,,
2019-04-02,23.56,0.0,,,,,,,,
2019-04-08,25.46,0.0,,,,,,,,
2019-04-09,27.36,0.0,,,,,,,,
2019-04-10,38.0,0.0,,,,,,,,
2019-04-11,23.94,0.0,,,,,,,,
2019-04-14,31.16,0.0,,,,,,,,
2019-04-15,24.32,0.0,,,,,,,,
2019-04-16,32.3,0.0,,,,,,,,
2019-04-21,22.42,0.0,,,,,,,,
2019-04-22,19.38,0.0,,,,,,,,
2019-04-23,29.26,0.0,,,,,,,,
2019-04-26,28.88,0.0,,,,,,,,
2019-05-01,36.0,0.0,,,,,,,,
2019-05-02,22.32,0.0,,,,,,,,
2019-05-03,24.48,0.0,,,,,,,,
2019-05-04,28.8,0.0,,,,,,,,
2019-05-05,28.44,0.0,,,,,,,,
2019-05-08,28.08,0.0,,,,,,,,
2019-05-10,30.96,0.0,,,,,,,,
2019-05-12,31.32,0.0,,,,,,,,
2019-05-13,30.6,0.0,,,,,,,,
2019-05-14,35.28,0.0,,,,,,,,
2019-05-16,26.64,0.0,,,,,,,,
2019-05-17,20.52,0.0,,,,,,,,
2019-05-20,21.24,0.0,,,,,,,,
2019-05-22,32.4,0.0,,,,,,,,
2019-05-29,24.84,0.0,,,,,,,,
2019-06-01,19.380000000000003,0.0,,,,,,,,
2019-06-02,16.32,0.0,,,,,,,,
2019-06-03,29.58,0.0,,,,,,,,
2019-06-04,22.1,0.0,,,,,,,,
2019-06-05,28.9,0.0,,,,,,,,
2019-06-07,29.92,0.0,,,,,,,,
2019-06-08,21.42,0.0,,,,,,,,
2019-06-09,23.12,0.0,,,,,,,,
2019-06-10,32.64,0.0,,,,,,,,
2019-06-11,27.540000000000003,0.0,,,,,,,,
2019-06-12,25.840000000000003,0.0,,,,,,,,
2019-06-14,12.58,0.0,,,,,,,,
2019-06-15,18.360000000000003,0.0,,,,,,,,
2019-06-17,28.22,0.0,,,,,,,,
2019-06-18,27.200000000000003,0.0,,,,,,,,
2019-06-20,21.76,0.0,,,,,,,,
2019-06-21,34.0,0.0,,,,,,,,
2019-06-22,18.02,0.0,,,,,,,,
2019-06-23,22.78,0.0,,,,,,,,
2019-06-25,33.660000000000004,0.0,,,,,,,,
2019-06-27,16.66,0.0,,,,,,,,
2019-07-06,13.05,0.0,,,,,,,,
2019-07-11,23.2,0.0,,,,,,,,
2019-07-12,12.47,0.0,,,,,,,,
2019-07-20,7.249999999999999,0.0,,,,,,,,
2019-07-21,19.43,0.0,,,,,,,,
2019-07-25,16.529999999999998,0.0,,,,,,,,
